"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","143","139884","0.0-5.0-2.68","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","157","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":406},{""stimulus"":""img/red_lw/9.jpg"",""time"":456},{""stimulus"":""img/red_lw/10.jpg"",""time"":507},{""stimulus"":""img/red_lw/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","144","140267","0.0-5.0-1.69","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","383","","","","choice","","img/red_lw/choose11.jpg","2","","156","red","0.5","0.5","0.5","l","",""
"animation","145","140877","0.0-5.0-2.69","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","156","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":304},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":456},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","146","141259","0.0-5.0-1.70","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","381","","","","choice","","img/red_ll/choose11.jpg","2","","155","red","0.5","0.5","0.5","w","",""
"animation","147","141872","0.0-5.0-2.70","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","155","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":307},{""stimulus"":""img/red_lw/7.jpg"",""time"":358},{""stimulus"":""img/red_lw/8.jpg"",""time"":410},{""stimulus"":""img/red_lw/9.jpg"",""time"":461},{""stimulus"":""img/red_lw/10.jpg"",""time"":512},{""stimulus"":""img/red_lw/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","148","142197","0.0-5.0-1.71","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","323","","","","choice","","img/red_lw/choose11.jpg","2","","154","red","0.5","0.5","0.5","l","",""
"animation","149","142811","0.0-5.0-2.71","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","154","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":258},{""stimulus"":""img/red_ll/6.jpg"",""time"":307},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":408},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":512},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","150","143220","0.0-5.0-1.72","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","406","","","","choice","","img/red_ll/choose11.jpg","2","","153","red","0.5","0.5","0.5","l","",""
"animation","151","143830","0.0-5.0-2.72","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","153","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":457},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","152","144090","0.0-5.0-1.73","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","259","","","","choice","","img/red_ll/choose11.jpg","2","","152","red","0.5","0.5","0.5","l","",""
"animation","153","144701","0.0-5.0-2.73","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","152","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","154","145075","0.0-5.0-1.74","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","373","","","","choice","","img/red_ll/choose11.jpg","2","","151","red","0.5","0.5","0.5","l","",""
"animation","155","145684","0.0-5.0-2.74","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","151","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":457},{""stimulus"":""img/red_ll/10.jpg"",""time"":508},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","156","145948","0.0-5.0-1.75","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","261","","","","choice","","img/red_ll/choose11.jpg","2","","150","red","0.5","0.5","0.5","l","",""
"animation","157","146558","0.0-5.0-2.75","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","150","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":155},{""stimulus"":""img/red_ll/4.jpg"",""time"":206},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","158","146803","0.0-5.0-1.76","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","243","","","","choice","","img/red_ll/choose11.jpg","2","","149","red","0.5","0.1","0.5","l","",""
"animation","159","147417","0.0-5.0-2.76","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","149","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":205},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":408},{""stimulus"":""img/red_ll/9.jpg"",""time"":463},{""stimulus"":""img/red_ll/10.jpg"",""time"":512},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","160","147675","0.0-5.0-1.77","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","255","","","","choice","","img/red_ll/choose11.jpg","2","","148","red","0.5","0.1","0.5","l","",""
"animation","161","148286","0.0-5.0-2.77","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","148","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":457},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","162","148475","0.0-5.0-1.78","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","188","","","","choice","","img/red_ll/choose11.jpg","2","","147","red","0.5","0.1","0.5","w","",""
"animation","163","149087","0.0-5.0-2.78","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","147","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":308},{""stimulus"":""img/red_lw/7.jpg"",""time"":359},{""stimulus"":""img/red_lw/8.jpg"",""time"":409},{""stimulus"":""img/red_lw/9.jpg"",""time"":459},{""stimulus"":""img/red_lw/10.jpg"",""time"":511},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","164","149304","0.0-5.0-1.79","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","217","","","","choice","","img/red_lw/choose11.jpg","2","","146","red","0.5","0.1","0.5","l","",""
"animation","165","149917","0.0-5.0-2.79","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","146","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":258},{""stimulus"":""img/red_ll/6.jpg"",""time"":308},{""stimulus"":""img/red_ll/7.jpg"",""time"":359},{""stimulus"":""img/red_ll/8.jpg"",""time"":410},{""stimulus"":""img/red_ll/9.jpg"",""time"":461},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","166","150237","0.0-5.0-1.80","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","319","","","","choice","","img/red_ll/choose11.jpg","2","","145","red","0.5","0.1","0.5","l","",""
"animation","167","150847","0.0-5.0-2.80","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","145","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":408},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","168","151146","0.0-5.0-1.81","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","297","","","","choice","","img/red_ll/choose11.jpg","2","","144","red","0.5","0.1","0.5","w","",""
"animation","169","151756","0.0-5.0-2.81","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","144","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":509},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","170","152020","0.0-5.0-1.82","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","262","","","","choice","","img/red_lw/choose11.jpg","2","","143","red","0.5","0.1","0.5","w","",""
"animation","171","152630","0.0-5.0-2.82","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","143","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":510},{""stimulus"":""img/red_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","172","152979","0.0-5.0-1.83","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","347","","","","choice","","img/red_lw/choose11.jpg","2","","142","red","0.5","0.1","0.5","l","",""
"animation","173","153590","0.0-5.0-2.83","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","142","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","174","153904","0.0-5.0-1.84","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","313","","","","choice","","img/red_ll/choose11.jpg","2","","141","red","0.5","0.1","0.5","w","",""
"animation","175","154516","0.0-5.0-2.84","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","141","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":307},{""stimulus"":""img/red_lw/7.jpg"",""time"":357},{""stimulus"":""img/red_lw/8.jpg"",""time"":408},{""stimulus"":""img/red_lw/9.jpg"",""time"":459},{""stimulus"":""img/red_lw/10.jpg"",""time"":509},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","176","154699","0.0-5.0-1.85","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","182","","","","choice","","img/red_lw/choose11.jpg","2","","140","red","0.5","0.1","0.5","w","",""
"animation","177","155314","0.0-5.0-2.85","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","140","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":357},{""stimulus"":""img/red_lw/8.jpg"",""time"":409},{""stimulus"":""img/red_lw/9.jpg"",""time"":461},{""stimulus"":""img/red_lw/10.jpg"",""time"":512},{""stimulus"":""img/red_lw/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","178","155628","0.0-5.0-1.86","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","311","","","","choice","","img/red_lw/choose11.jpg","2","","139","red","0.5","0.1","0.5","l","",""
"animation","179","156242","0.0-5.0-2.86","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","139","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":53},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":307},{""stimulus"":""img/red_ll/7.jpg"",""time"":358},{""stimulus"":""img/red_ll/8.jpg"",""time"":410},{""stimulus"":""img/red_ll/9.jpg"",""time"":460},{""stimulus"":""img/red_ll/10.jpg"",""time"":511},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","180","156427","0.0-5.0-1.87","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","183","","","","choice","","img/red_ll/choose11.jpg","2","","138","red","0.5","0.1","0.5","w","",""
"animation","181","157041","0.0-5.0-2.87","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","138","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":156},{""stimulus"":""img/red_lw/4.jpg"",""time"":207},{""stimulus"":""img/red_lw/5.jpg"",""time"":257},{""stimulus"":""img/red_lw/6.jpg"",""time"":308},{""stimulus"":""img/red_lw/7.jpg"",""time"":359},{""stimulus"":""img/red_lw/8.jpg"",""time"":410},{""stimulus"":""img/red_lw/9.jpg"",""time"":460},{""stimulus"":""img/red_lw/10.jpg"",""time"":511},{""stimulus"":""img/red_lw/11.jpg"",""time"":563}]","[]"
"image-keyboard-response","182","157330","0.0-5.0-1.88","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","286","","","","choice","","img/red_lw/choose11.jpg","2","","137","red","0.5","0.1","0.5","w","",""
